"departure city","long. departure (decimal)","lat. departure (decimal)","departure country","arrival city","long. departure (decimal)","lat. departure (decimal)","arrival country","number of routes","distance"
"San Francisco",-121.959,38.031,"United States","San Jose Del Cabo",-109.536,23.253,"Mexico",4,2023
"San Francisco",-121.959,38.031,"United States","Auckland",175.319,-36.347,"New Zealand",4,10481
"Seattle",-121.849,47.748,"United States","Honolulu",-157.871,21.531,"United States",4,4332
"Seattle",-121.849,47.748,"United States","Washington",-77.094,39.574,"United States",4,3658
"Redmond-Bend",-120.584,44.423,"United States","Portland",-122.33,45.981,"United States",4,220
"Portland",-122.33,45.981,"United States","Redmond-Bend",-120.584,44.423,"United States",4,220
"Portland",-122.33,45.981,"United States","Las Vegas",-114.588,36.133,"United States",4,1271
"Kansas City",-94.524,39.496,"United States","Los Angeles",-118.014,34.57,"United States",4,2148
"Los Angeles",-118.014,34.57,"United States","Minneapolis",-92.703,45.469,"United States",4,2457
"Los Angeles",-118.014,34.57,"United States","Kansas City",-94.524,39.496,"United States",4,2148
"Las Vegas",-114.588,36.133,"United States","Portland",-122.33,45.981,"United States",4,1271
"Washington",-77.094,39.574,"United States","Seattle",-121.849,47.748,"United States",4,3658
"Anchorage",-149.994,61.29,"United States","Seattle",-121.849,47.748,"United States",4,2327
"Lima",-76.524,-11.37,"Peru","Buenos Aires",-58.227,-34.704,"Argentina",4,3187
"Iguazu Falls",-54.123,-25.563,"Argentina","Buenos Aires",-58.227,-34.704,"Argentina",4,1090
"Buenos Aires",-58.227,-34.704,"Argentina","Lima",-76.524,-11.37,"Peru",4,3187
"Asuncion",-57.199,-24.734,"Paraguay","Buenos Aires",-58.227,-34.704,"Argentina",4,1113
"Buenos Aires",-58.227,-34.704,"Argentina","Asuncion",-57.199,-24.734,"Paraguay",4,1113
"Prague",14.433,50.168,"Czech Republic","Milano",9.213,46.051,"Italy",4,599
"Naples",14.484,41.476,"Italy","Milan",9.461,45.741,"Italy",4,623
"Milano",9.213,46.051,"Italy","Prague",14.433,50.168,"Czech Republic",4,599
"Milano",9.213,46.051,"Italy","Catania",15.11,37.777,"Italy",4,1040
"Milan",9.461,45.741,"Italy","Naples",14.484,41.476,"Italy",4,623
"Rome",12.417,42.34,"Italy","Cagliari",9.09,39.419,"Italy",4,428
"Catania",15.11,37.777,"Italy","Milano",9.213,46.051,"Italy",4,1040
"Cagliari",9.09,39.419,"Italy","Rome",12.417,42.34,"Italy",4,428
"Panama City",-78.973,9.118,"Panama","Managua",-85.614,12.235,"Nicaragua",4,804
"Mexico City",-98.454,19.727,"Mexico","Madrid",-3.278,40.822,"Spain",4,9007
"Mexico City",-98.454,19.727,"Mexico","Lima",-76.524,-11.37,"Peru",4,4209
"Mexico City",-98.454,19.727,"Mexico","Houston",-94.903,30.64,"United States",4,1264
"Madrid",-3.278,40.822,"Spain","Mexico City",-98.454,19.727,"Mexico",4,9007
"Lima",-76.524,-11.37,"Peru","Mexico City",-98.454,19.727,"Mexico",4,4209
"Los Angeles",-118.014,34.57,"United States","Del Bajio",-101.135,21.655,"Mexico",4,2185
"Houston",-94.903,30.64,"United States","Mexico City",-98.454,19.727,"Mexico",4,1264
"Cancun",-86.796,21.06,"Mexico","Boston",-70.342,42.607,"United States",4,2844
"Cancun",-86.796,21.06,"Mexico","Atlanta",-84.047,34.061,"United States",4,1470
"Boston",-70.342,42.607,"United States","Cancun",-86.796,21.06,"Mexico",4,2844
"Del Bajio",-101.135,21.655,"Mexico","Los Angeles",-118.014,34.57,"United States",4,2185
"Atlanta",-84.047,34.061,"United States","Cancun",-86.796,21.06,"Mexico",4,1470
"Kuala Terengganu",103.172,5.637,"Malaysia","Kuala Lumpur",102.183,3.242,"Malaysia",4,287
"Singapore",104.657,1.583,"Singapore","Pulau",100.214,6.549,"Malaysia",4,740
"Singapore",104.657,1.583,"Singapore","Kota Kinabalu",116.085,6.562,"Malaysia",4,1382
"Pulau",100.214,6.549,"Malaysia","Singapore",104.657,1.583,"Singapore",4,740
"Kuala Lumpur",102.183,3.242,"Malaysia","Kuala Terengganu",103.172,5.637,"Malaysia",4,287
"Kuala Lumpur",102.183,3.242,"Malaysia","Kota Bahru",102.488,6.278,"Malaysia",4,339
"Kuala Lumpur",102.183,3.242,"Malaysia","Johor Bahru",104.116,2.068,"Malaysia",4,251
"Kuala Lumpur",102.183,3.242,"Malaysia","Phuket",98.528,8.188,"Thailand",4,682
"Kuala Lumpur",102.183,3.242,"Malaysia","Alor Setar",100.663,6.316,"Malaysia",4,381
"Kota Bahru",102.488,6.278,"Malaysia","Kuala Lumpur",102.183,3.242,"Malaysia",4,339
"Johor Bahru",104.116,2.068,"Malaysia","Kuala Lumpur",102.183,3.242,"Malaysia",4,251
"Phuket",98.528,8.188,"Thailand","Kuala Lumpur",102.183,3.242,"Malaysia",4,682
"Hong Kong",114.524,22.514,"Hong Kong","Kota Kinabalu",116.085,6.562,"Malaysia",4,1781
"Kota Kinabalu",116.085,6.562,"Malaysia","Singapore",104.657,1.583,"Singapore",4,1382
"Kota Kinabalu",116.085,6.562,"Malaysia","Hong Kong",114.524,22.514,"Hong Kong",4,1781
"Alor Setar",100.663,6.316,"Malaysia","Kuala Lumpur",102.183,3.242,"Malaysia",4,381
"Oran",-0.369,36.039,"Algeria","Paris",2.916,49.021,"France",4,1468
"Paris",2.916,49.021,"France","Oran",-0.369,36.039,"Algeria",4,1468
"Volgograd",44.575,49.304,"Russia","Moscow",38.51,55.681,"Russia",4,818
"Valencia",-0.137,39.815,"Spain","Paris",2.916,49.021,"France",4,1051
"Venice",12.586,45.842,"Italy","Paris",2.916,49.021,"France",4,807
"Moscow",38.51,55.681,"Russia","Volgograd",44.575,49.304,"Russia",4,818
"Pointe-a-pitre",-61.22,16.442,"Guadeloupe","Paris",2.916,49.021,"France",4,6759
"Prague",14.433,50.168,"Czech Republic","Paris",2.916,49.021,"France",4,838
"Phnom-penh",105.406,11.91,"Cambodia","Bangkok",101.245,14.135,"Thailand",4,514
"Bucharest",26.17,44.953,"Romania","London",-0.103,51.795,"United Kingdom",4,2070
"Oslo",11.167,60.323,"Norway","Paris",2.916,49.021,"France",4,1361
"Paris",2.916,49.021,"France","Alicante",-0.264,38.47,"Spain",4,1200
"Newcastle",-1.487,55.062,"United Kingdom","Paris",2.916,49.021,"France",4,735
"Nice",7.359,44.097,"France","Rome",12.417,42.34,"Italy",4,453
"Nice",7.359,44.097,"France","Paris",2.916,49.021,"France",4,644
"Nairobi",37.545,-0.866,"Kenya","Kigali",30.232,-1.948,"Rwanda",4,821
"Marseille",5.356,43.725,"France","Paris",2.916,49.021,"France",4,617
"Lyon",5.151,46.21,"France","Brussels",4.807,51.502,"Belgium",4,588
"Lusaka",28.754,-14.885,"Zambia","Lilongwe",34.301,-13.649,"Malawi",4,613
"Lilongwe",34.301,-13.649,"Malawi","Lusaka",28.754,-14.885,"Zambia",4,613
"Milan",9.461,45.741,"Italy","Frankfurt",8.905,50.044,"Germany",4,480
"Milan",9.461,45.741,"Italy","Brussels",4.807,51.502,"Belgium",4,725
"London",-0.103,51.795,"United Kingdom","Bucharest",26.17,44.953,"Romania",4,2070
"London",-0.103,51.795,"United Kingdom","Firenze",11.341,44.349,"Italy",4,1184
"Los Angeles",-118.014,34.57,"United States","Paris",2.916,49.021,"France",4,9043
"Kittila",25.411,68.168,"Finland","Helsinki",25.605,60.528,"Finland",4,849
"Djibouti",43.265,11.912,"Djibouti","Addis Ababa",39.332,9.629,"Ethiopia",4,498
"New York",-73.632,41.066,"United States","Dublin",-5.784,53.702,"Ireland",4,5087
"Helsinki",25.605,60.528,"Finland","Kittila",25.411,68.168,"Finland",4,849
"Frankfurt",8.905,50.044,"Germany","Milan",9.461,45.741,"Italy",4,480
"Frankfurt",8.905,50.044,"Germany","Rome",12.417,42.34,"Italy",4,898
"Fortaleza",-38.221,-3.628,"Brazil","Salvador",-37.886,-12.852,"Brazil",4,1026
"Firenze",11.341,44.349,"Italy","London",-0.103,51.795,"United Kingdom",4,1184
"Fort-de-france",-60.339,14.985,"Martinique","Paris",2.916,49.021,"France",4,6815
"Rome",12.417,42.34,"Italy","Nice",7.359,44.097,"France",4,453
"Rome",12.417,42.34,"Italy","Frankfurt",8.905,50.044,"Germany",4,898
"Dzaoudzi",45.468,-12.675,"Mayotte","Moroni",43.453,-11.223,"Comoros",4,272
"Duesseldorf",7.277,51.482,"Germany","Paris",2.916,49.021,"France",4,413
"Dublin",-5.784,53.702,"Ireland","New York",-73.632,41.066,"United States",4,5087
"Paris",2.916,49.021,"France","Valencia",-0.137,39.815,"Spain",4,1051
"Paris",2.916,49.021,"France","Venice",12.586,45.842,"Italy",4,807
"Paris",2.916,49.021,"France","Philipsburg",-62.515,18.068,"Netherlands Antilles",4,6720
"Paris",2.916,49.021,"France","Pointe-a-pitre",-61.22,16.442,"Guadeloupe",4,6759
"Paris",2.916,49.021,"France","Prague",14.433,50.168,"Czech Republic",4,838
"Paris",2.916,49.021,"France","Oslo",11.167,60.323,"Norway",4,1361
"Paris",2.916,49.021,"France","Newcastle",-1.487,55.062,"United Kingdom",4,735
"Paris",2.916,49.021,"France","Nice",7.359,44.097,"France",4,644
"Paris",2.916,49.021,"France","Marseille",5.356,43.725,"France",4,617
"Paris",2.916,49.021,"France","Los Angeles",-118.014,34.57,"United States",4,9043
"Paris",2.916,49.021,"France","Fort-de-france",-60.339,14.985,"Martinique",4,6815
"Paris",2.916,49.021,"France","Edinburgh",-2.955,56.583,"United Kingdom",4,928
"Paris",2.916,49.021,"France","Duesseldorf",7.277,51.482,"Germany",4,413
"Paris",2.916,49.021,"France","Brest",-4.031,48.746,"France",4,508
"Paris",2.916,49.021,"France","Algier",3.359,37.151,"Algeria",4,1320
"Brussels",4.807,51.502,"Belgium","Lyon",5.151,46.21,"France",4,588
"Brussels",4.807,51.502,"Belgium","Milan",9.461,45.741,"Italy",4,725
"Bordeaux",-0.526,45.38,"France","Barcelona",2.13,41.495,"Spain",4,482
"Bangkok",101.245,14.135,"Thailand","Phnom-penh",105.406,11.91,"Cambodia",4,514
"Brest",-4.031,48.746,"France","Paris",2.916,49.021,"France",4,508
"Barcelona",2.13,41.495,"Spain","Bordeaux",-0.526,45.38,"France",4,482
"Amsterdam",5.273,52.514,"Netherlands","Abu Dhabi",55.085,24.721,"United Arab Emirates",4,5168
"Algier",3.359,37.151,"Algeria","Paris",2.916,49.021,"France",4,1320
"Alicante",-0.264,38.47,"Spain","Paris",2.916,49.021,"France",4,1200
"Xiamen",118.212,24.906,"China","Taipei",121.388,25.129,"Taiwan",4,320
"Taipei",121.388,25.129,"Taiwan","Makung",120.047,23.947,"Taiwan",4,188
"Taipei",121.388,25.129,"Taiwan","Xiamen",118.212,24.906,"China",4,320
"Taipei",121.388,25.129,"Taiwan","Shenyang",123.483,41.637,"China",4,1845
"Taipei",121.388,25.129,"Taiwan","Nanjing",119.436,32.236,"China",4,812
"Taipei",121.388,25.129,"Taiwan","Changcha",113.366,28.315,"China",4,871
"Shenyang",123.483,41.637,"China","Taipei",121.388,25.129,"Taiwan",4,1845
"Nanjing",119.436,32.236,"China","Taipei",121.388,25.129,"Taiwan",4,812
"Makung",120.047,23.947,"Taiwan","Taipei",121.388,25.129,"Taiwan",4,188
"Changcha",113.366,28.315,"China","Taipei",121.388,25.129,"Taiwan",4,871
"Vitoria",-39.811,-19.764,"Brazil","Belo Horizonte",-43.949,-19.39,"Brazil",4,435
"Rio De Janeiro",-42.74,-22.682,"Brazil","Salvador",-37.886,-12.852,"Brazil",4,1207
"Recife",-34.872,-7.545,"Brazil","Fortaleza",-38.221,-3.628,"Brazil",4,571
"Porto Alegre",-50.62,-29.991,"Brazil","Curitiba",-48.627,-25.215,"Brazil",4,566
"Maringa",-51.361,-23.128,"Brazil","Curitiba",-48.627,-25.215,"Brazil",4,361
"Manaus",-59.417,-2.398,"Brazil","Belem",-48.128,-0.966,"Brazil",4,1264
"Joao Pessoa",-34.918,-6.581,"Brazil","Rio De Janeiro",-42.74,-22.682,"Brazil",4,1976
"Goiania",-48.702,-16.387,"Brazil","Belo Horizonte",-43.949,-19.39,"Brazil",4,603
"Rio De Janeiro",-42.74,-22.682,"Brazil","Campinas",-46.558,-22.346,"Brazil",4,393
"Rio De Janeiro",-42.74,-22.682,"Brazil","Joao Pessoa",-34.918,-6.581,"Brazil",4,1976
"Fortaleza",-38.221,-3.628,"Brazil","Recife",-34.872,-7.545,"Brazil",4,571
"Fortaleza",-38.221,-3.628,"Brazil","Belem",-48.128,-0.966,"Brazil",4,1139
"Curitiba",-48.627,-25.215,"Brazil","Porto Alegre",-50.62,-29.991,"Brazil",4,566
"Curitiba",-48.627,-25.215,"Brazil","Maringa",-51.361,-23.128,"Brazil",4,361
"Belo Horizonte",-43.949,-19.39,"Brazil","Vitoria",-39.811,-19.764,"Brazil",4,435
"Belo Horizonte",-43.949,-19.39,"Brazil","Goiania",-48.702,-16.387,"Brazil",4,603
"Toronto",-79.385,44.128,"Canada","Orlando",-80.849,28.715,"United States",4,1718
"Toronto",-79.385,44.128,"Canada","Newark",-73.615,41.154,"United States",4,576
"Toronto",-79.385,44.128,"Canada","Detroit",-82.923,42.354,"United States",4,347
"Toronto",-79.385,44.128,"Canada","Boston",-70.342,42.607,"United States",4,749
"Toronto",-79.385,44.128,"Canada","Atlanta",-84.047,34.061,"United States",4,1188
"Calgary",-113.368,51.189,"Canada","Winnipeg",-96.734,50.516,"Canada",4,1167
"Vancouver",-122.641,49.323,"Canada","Portland",-122.33,45.981,"United States",4,372
"Vancouver",-122.641,49.323,"Canada","Las Vegas",-114.588,36.133,"United States",4,1605
"Vancouver",-122.641,49.323,"Canada","Honolulu",-157.871,21.531,"United States",4,4372
"Vancouver",-122.641,49.323,"Canada","Newark",-73.615,41.154,"United States",4,3872
"Thunder Bay",-88.874,48.619,"Canada","Toronto",-79.385,44.128,"Canada",4,881
"Fort Mcmurray",-110.704,57.088,"Canada","Edmonton",-113.3,53.516,"Canada",4,429
"Halifax",-63.182,45.468,"Canada","London",-0.103,51.795,"United Kingdom",4,4541
"Edmonton",-113.3,53.516,"Canada","London",-0.103,51.795,"United Kingdom",4,6767
"Riyadh",47.164,25.596,"Saudi Arabia","London",-0.103,51.795,"United Kingdom",4,4904
"Riyadh",47.164,25.596,"Saudi Arabia","Dammam",50.329,26.785,"Saudi Arabia",4,342
"Portland",-122.33,45.981,"United States","Vancouver",-122.641,49.323,"Canada",4,372
"Orlando",-80.849,28.715,"United States","Toronto",-79.385,44.128,"Canada",4,1718
"London",-0.103,51.795,"United Kingdom","Halifax",-63.182,45.468,"Canada",4,4541
"London",-0.103,51.795,"United Kingdom","Edmonton",-113.3,53.516,"Canada",4,6767
"London",-0.103,51.795,"United Kingdom","Riyadh",47.164,25.596,"Saudi Arabia",4,4904
"Las Vegas",-114.588,36.133,"United States","Vancouver",-122.641,49.323,"Canada",4,1605
"Honolulu",-157.871,21.531,"United States","Vancouver",-122.641,49.323,"Canada",4,4372
"Newark",-73.615,41.154,"United States","Toronto",-79.385,44.128,"Canada",4,576
"Newark",-73.615,41.154,"United States","Vancouver",-122.641,49.323,"Canada",4,3872
"Boston",-70.342,42.607,"United States","Toronto",-79.385,44.128,"Canada",4,749
"Atlanta",-84.047,34.061,"United States","Toronto",-79.385,44.128,"Canada",4,1188
"Zurich",8.915,47.774,"Switzerland","Vienna",16.949,48.183,"Austria",4,599
"Zurich",8.915,47.774,"Switzerland","Madrid",-3.278,40.822,"Spain",4,1238
"Vienna",16.949,48.183,"Austria","Berlin",13.479,52.932,"Germany",4,582
"Vienna",16.949,48.183,"Austria","Sofia",23.676,43.158,"Bulgaria",4,764
"Vienna",16.949,48.183,"Austria","Bucharest",26.17,44.953,"Romania",4,790
"Vienna",16.949,48.183,"Austria","Milano",9.213,46.051,"Italy",4,631
"Vienna",16.949,48.183,"Austria","Rome",12.417,42.34,"Italy",4,739
"Vienna",16.949,48.183,"Austria","Paris",2.916,49.021,"France",4,1034
"Berlin",13.479,52.932,"Germany","Vienna",16.949,48.183,"Austria",4,582
"Berlin",13.479,52.932,"Germany","Tenerife",-16.288,28.074,"Spain",4,3686
"Berlin",13.479,52.932,"Germany","Saarbruecken",7.182,49.357,"Germany",4,592
"Berlin",13.479,52.932,"Germany","Madrid",-3.278,40.822,"Spain",4,1844
"Tel-aviv",35.477,32.018,"Israel","Munich",12.31,48.589,"Germany",4,2673
"Tenerife",-16.288,28.074,"Spain","Berlin",13.479,52.932,"Germany",4,3686
"Berlin",13.479,52.932,"Germany","Istanbul",29.357,41.628,"Turkey",4,1728
"Sevilla",-5.822,37.696,"Spain","Palma de Mallorca",3.212,39.922,"Spain",4,820
"Stuttgart",9.369,49.149,"Germany","Istanbul",29.357,41.628,"Turkey",4,1763
"Sofia",23.676,43.158,"Bulgaria","Vienna",16.949,48.183,"Austria",4,764
"Saarbruecken",7.182,49.357,"Germany","Berlin",13.479,52.932,"Germany",4,592
"Istanbul",29.357,41.628,"Turkey","Berlin",13.479,52.932,"Germany",4,1728
"Istanbul",29.357,41.628,"Turkey","Stuttgart",9.369,49.149,"Germany",4,1763
"Istanbul",29.357,41.628,"Turkey","Cologne",7.237,51.443,"Germany",4,2001
"Palma de Mallorca",3.212,39.922,"Spain","Sevilla",-5.822,37.696,"Spain",4,820
"Palma de Mallorca",3.212,39.922,"Spain","Frankfurt",8.905,50.044,"Germany",4,1210
"Palma de Mallorca",3.212,39.922,"Spain","Malaga",-4.166,37.124,"Spain",4,712
"Bucharest",26.17,44.953,"Romania","Vienna",16.949,48.183,"Austria",4,790
"Milano",9.213,46.051,"Italy","Vienna",16.949,48.183,"Austria",4,631
"Munich",12.31,48.589,"Germany","Tel-aviv",35.477,32.018,"Israel",4,2673
"Munich",12.31,48.589,"Germany","Madrid",-3.278,40.822,"Spain",4,1499
"Munich",12.31,48.589,"Germany","Hannover",10.141,52.768,"Germany",4,489
"Munich",12.31,48.589,"Germany","Catania",15.11,37.777,"Italy",4,1223
"Madrid",-3.278,40.822,"Spain","Zurich",8.915,47.774,"Switzerland",4,1238
"Madrid",-3.278,40.822,"Spain","Berlin",13.479,52.932,"Germany",4,1844
"Madrid",-3.278,40.822,"Spain","Munich",12.31,48.589,"Germany",4,1499
"Geneva",6.181,46.396,"Switzerland","Madrid",-3.278,40.822,"Spain",4,980
"Fuerteventura",-13.773,28.754,"Spain","Tenerife",-16.288,28.074,"Spain",4,257
"Fuerteventura",-13.773,28.754,"Spain","Gran Canaria",-14.978,28.553,"Spain",4,119
"Frankfurt",8.905,50.044,"Germany","Palma de Mallorca",3.212,39.922,"Spain",4,1210
"Frankfurt",8.905,50.044,"Germany","Budapest",19.425,47.728,"Hungary",4,810
"Rome",12.417,42.34,"Italy","Vienna",16.949,48.183,"Austria",4,739
"Rome",12.417,42.34,"Italy","Duesseldorf",7.277,51.482,"Germany",4,1088
"Duesseldorf",7.277,51.482,"Germany","Rome",12.417,42.34,"Italy",4,1088
"Catania",15.11,37.777,"Italy","Munich",12.31,48.589,"Germany",4,1223
"Cologne",7.237,51.443,"Germany","Istanbul",29.357,41.628,"Turkey",4,2001
"Paris",2.916,49.021,"France","Vienna",16.949,48.183,"Austria",4,1034
"Budapest",19.425,47.728,"Hungary","Frankfurt",8.905,50.044,"Germany",4,810
"Malaga",-4.166,37.124,"Spain","Palma de Mallorca",3.212,39.922,"Spain",4,712
"Toronto",-79.385,44.128,"Canada","Ottawa",-75.449,45.537,"Canada",4,347
"Toronto",-79.385,44.128,"Canada","Miami",-79.818,26.322,"United States",4,1980
"Toronto",-79.385,44.128,"Canada","Los Angeles",-118.014,34.57,"United States",4,3451
"Toronto",-79.385,44.128,"Canada","Dallas-fort Worth",-96.397,33.494,"United States",4,1883
"Vancouver",-122.641,49.323,"Canada","Toronto",-79.385,44.128,"Canada",4,3300
"Vancouver",-122.641,49.323,"Canada","Tokyo",140.643,36.274,"Japan",4,7474
"Vancouver",-122.641,49.323,"Canada","Hong Kong",114.524,22.514,"Hong Kong",4,10237
"Montreal",-73.569,45.784,"Canada","Detroit",-82.923,42.354,"United States",4,838
"Bentonville",-93.845,36.469,"United States","Chicago",-87.842,42.631,"United States",4,856
"Traverse City",-85.304,45.235,"United States","Chicago",-87.842,42.631,"United States",4,353
"Tulsa",-95.814,36.33,"United States","Chicago",-87.842,42.631,"United States",4,978
"Taipei",121.388,25.129,"Taiwan","Seattle",-121.849,47.748,"United States",4,9751
"Tampa",-82.223,28.625,"United States","New York",-73.632,41.066,"United States",4,1588
"Syracuse",-75.511,43.185,"United States","Chicago",-87.842,42.631,"United States",4,1005
"San Juan",-65.337,18.732,"Puerto Rico","Chicago",-87.842,42.631,"United States",4,3396
"San Juan",-65.337,18.732,"Puerto Rico","New York",-73.632,41.066,"United States",4,2605
"San Jose",-83.682,10.656,"Costa Rica","Miami",-79.818,26.322,"United States",4,1788
"San Jose Del Cabo",-109.536,23.253,"Mexico","Los Angeles",-118.014,34.57,"United States",4,1503
"San Jose",-121.882,37.604,"United States","Portland",-122.33,45.981,"United States",4,932
"Seattle",-121.849,47.748,"United States","Taipei",121.388,25.129,"Taiwan",4,9751
"Seattle",-121.849,47.748,"United States","New York",-73.632,41.066,"United States",4,3837
"Seattle",-121.849,47.748,"United States","Newark",-73.615,41.154,"United States",4,3833
"San Pedro Sula",-87.873,15.754,"Honduras","Miami",-79.818,26.322,"United States",4,1441
"San Salvador",-88.427,13.734,"El Salvador","Miami",-79.818,26.322,"United States",4,1662
"San Salvador",-88.427,13.734,"El Salvador","Dallas-fort Worth",-96.397,33.494,"United States",4,2340
"Richmond",-76.867,37.841,"United States","Chicago",-87.842,42.631,"United States",4,1071
"Puerto Vallarta",-104.757,21.133,"Mexico","Chicago",-87.842,42.631,"United States",4,2862
"Panama City",-78.973,9.118,"Panama","Miami",-79.818,26.322,"United States",4,1915
"Pittsburgh (pennsylva)",-79.722,40.819,"United States","New York",-73.632,41.066,"United States",4,512
"Peoria",-89.489,41.107,"United States","Chicago",-87.842,42.631,"United States",4,217
"Philadelphia",-74.736,40.453,"United States","London",-0.103,51.795,"United Kingdom",4,5627
"Peshawar",71.857,34.656,"Pakistan","Abu Dhabi",55.085,24.721,"United Arab Emirates",4,1956
